genre,song_name,file_name,extension,duration_seconds,duration_minutes,relative_path
bollywood_new,DIL KYUN YEH MERA,DIL KYUN YEH MERA.mp3,.mp3,333.2,5.553,bollywood_new\DIL KYUN YEH MERA.mp3
bollywood_new,DIL TO BACHCHA HAI,DIL TO BACHCHA HAI.mp3,.mp3,336.04,5.601,bollywood_new\DIL TO BACHCHA HAI.mp3
bollywood_new,Dilbaro,Dilbaro.mp3,.mp3,314.127,5.235,bollywood_new\Dilbaro.mp3
bollywood_new,Dildaara (Stand By Me),Dildaara (Stand By Me).mp3,.mp3,249.661,4.161,bollywood_new\Dildaara (Stand By Me).mp3
bollywood_new,Drama Queen,Drama Queen.mp3,.mp3,198.747,3.312,bollywood_new\Drama Queen.mp3
bollywood_new,Dum Dum,Dum Dum.mp3,.mp3,310.933,5.182,bollywood_new\Dum Dum.mp3
bollywood_new,GALLAN GOODIYAAN,GALLAN GOODIYAAN.mp3,.mp3,296.5,4.942,bollywood_new\GALLAN GOODIYAAN.mp3
bollywood_new,Gulabi,Gulabi.mp3,.mp3,230.258,3.838,bollywood_new\Gulabi.mp3
bollywood_new,Hale Dil,Hale Dil.mp3,.mp3,346.627,5.777,bollywood_new\Hale Dil.mp3
bollywood_new,Hey Ya !,Hey Ya !.mp3,.mp3,254.99,4.25,bollywood_new\Hey Ya !.mp3
bollywood_new,Hosanna,Hosanna.mp3,.mp3,331.4,5.523,bollywood_new\Hosanna.mp3
bollywood_new,Iktara,Iktara.mp3,.mp3,253.773,4.23,bollywood_new\Iktara.mp3
bollywood_new,ILAHI,ILAHI.mp3,.mp3,228.982,3.816,bollywood_new\ILAHI.mp3
bollywood_new,It's the Time to Disco,It's the Time to Disco.mp3,.mp3,333.093,5.552,bollywood_new\It's the Time to Disco.mp3
bollywood_new,Jaane Kyun,Jaane Kyun.mp3,.mp3,277.987,4.633,bollywood_new\Jaane Kyun.mp3
bollywood_new,Jab Mila Tu,Jab Mila Tu.mp3,.mp3,251.853,4.198,bollywood_new\Jab Mila Tu.mp3
bollywood_new,KABHI KABHI ADITI,KABHI KABHI ADITI.mp3,.mp3,218.012,3.634,bollywood_new\KABHI KABHI ADITI.mp3
bollywood_new,KAISE MUJHE,KAISE MUJHE.mp3,.mp3,343.733,5.729,bollywood_new\KAISE MUJHE.mp3
bollywood_new,Kalank (Title Track),Kalank (Title Track).mp3,.mp3,311.186,5.186,bollywood_new\Kalank (Title Track).mp3
bollywood_new,Khamoshiyan (From ＂Khamoshiyan＂),Khamoshiyan (From ＂Khamoshiyan＂).mp3,.mp3,335.71,5.595,bollywood_new\Khamoshiyan (From ＂Khamoshiyan＂).mp3
bollywood_new,Khuda Jaane (From ＂Bachna Ae Haseeno＂),Khuda Jaane (From ＂Bachna Ae Haseeno＂).mp3,.mp3,333.182,5.553,bollywood_new\Khuda Jaane (From ＂Bachna Ae Haseeno＂).mp3
bollywood_new,Khudaya Khair,Khudaya Khair.mp3,.mp3,280.558,4.676,bollywood_new\Khudaya Khair.mp3
bollywood_new,Kuch To Hua Hai,Kuch To Hua Hai.mp3,.mp3,319.56,5.326,bollywood_new\Kuch To Hua Hai.mp3
bollywood_new,Kya Karoon？,Kya Karoon？.mp3,.mp3,236.16,3.936,bollywood_new\Kya Karoon？.mp3
bollywood_new,Kyun Main Jaagoon,Kyun Main Jaagoon.mp3,.mp3,342.065,5.701,bollywood_new\Kyun Main Jaagoon.mp3
bollywood_new,Locha-E-Ulfat,Locha-E-Ulfat.mp3,.mp3,288.462,4.808,bollywood_new\Locha-E-Ulfat.mp3
bollywood_new,LONDON THUMAKDA,LONDON THUMAKDA.mp3,.mp3,230.469,3.841,bollywood_new\LONDON THUMAKDA.mp3
bollywood_new,Love Me Thoda Aur,Love Me Thoda Aur.mp3,.mp3,265.811,4.43,bollywood_new\Love Me Thoda Aur.mp3
bollywood_new,MAAHI VE,MAAHI VE.mp3,.mp3,240.785,4.013,bollywood_new\MAAHI VE.mp3
bollywood_new,Maand,Maand.mp3,.mp3,185,3.083,bollywood_new\Maand.mp3
bollywood_new,Main Agar (From ＂Tubelight＂),Main Agar (From ＂Tubelight＂).mp3,.mp3,279.5,4.658,bollywood_new\Main Agar (From ＂Tubelight＂).mp3
bollywood_new,Masakali,Masakali.mp3,.mp3,288.647,4.811,bollywood_new\Masakali.mp3
bollywood_new,Mast Magan,Mast Magan.mp3,.mp3,280.161,4.669,bollywood_new\Mast Magan.mp3
bollywood_new,Masti Ki Paathshala,Masti Ki Paathshala.mp3,.mp3,219.853,3.664,bollywood_new\Masti Ki Paathshala.mp3
bollywood_new,Mere Khayalon Ki Malika,Mere Khayalon Ki Malika.mp3,.mp3,288.129,4.802,bollywood_new\Mere Khayalon Ki Malika.mp3
bollywood_new,Mere Samnewali Khidki Mein,Mere Samnewali Khidki Mein.mp3,.mp3,172.173,2.87,bollywood_new\Mere Samnewali Khidki Mein.mp3
bollywood_new,Mitwa,Mitwa.mp3,.mp3,382.973,6.383,bollywood_new\Mitwa.mp3
bollywood_new,My Dil Goes Mmmm (From ＂Salaam Namaste＂),My Dil Goes Mmmm (From ＂Salaam Namaste＂).mp3,.mp3,452.427,7.54,bollywood_new\My Dil Goes Mmmm (From ＂Salaam Namaste＂).mp3
bollywood_new,Nachde Ne Saare,Nachde Ne Saare.mp3,.mp3,194.762,3.246,bollywood_new\Nachde Ne Saare.mp3
bollywood_new,Nazm Nazm feat. Ayushmann Khurana,Nazm Nazm feat. Ayushmann Khurana.mp3,.mp3,194.634,3.244,bollywood_new\Nazm Nazm feat. Ayushmann Khurana.mp3
bollywood_new,O Humdum Suniyo Re,O Humdum Suniyo Re.mp3,.mp3,237.347,3.956,bollywood_new\O Humdum Suniyo Re.mp3
bollywood_new,O Mere Dil Ke Chain,O Mere Dil Ke Chain.mp3,.mp3,273.357,4.556,bollywood_new\O Mere Dil Ke Chain.mp3
bollywood_new,Offo,Offo.mp3,.mp3,213.942,3.566,bollywood_new\Offo.mp3
bollywood_new,Paniyon Sa (From ＂Satyameva Jayate＂),Paniyon Sa (From ＂Satyameva Jayate＂).mp3,.mp3,236.24,3.937,bollywood_new\Paniyon Sa (From ＂Satyameva Jayate＂).mp3
bollywood_new,PEE LOON,PEE LOON.mp3,.mp3,285.687,4.761,bollywood_new\PEE LOON.mp3
bollywood_new,PEHLI BAAR MOHABBAT,PEHLI BAAR MOHABBAT.mp3,.mp3,321.283,5.355,bollywood_new\PEHLI BAAR MOHABBAT.mp3
bollywood_new,PEHLI BAAR,PEHLI BAAR.mp3,.mp3,263.81,4.397,bollywood_new\PEHLI BAAR.mp3
bollywood_new,Pehli Nazar Mein,Pehli Nazar Mein.mp3,.mp3,312.893,5.215,bollywood_new\Pehli Nazar Mein.mp3
bollywood_new,Phir Mohabbat,Phir Mohabbat.mp3,.mp3,329.851,5.498,bollywood_new\Phir Mohabbat.mp3
bollywood_new,Raabta,Raabta.mp3,.mp3,243.578,4.06,bollywood_new\Raabta.mp3
bollywood_new,Rangisari,Rangisari.mp3,.mp3,223.271,3.721,bollywood_new\Rangisari.mp3
bollywood_new,Rishte Naate,Rishte Naate.mp3,.mp3,274.587,4.576,bollywood_new\Rishte Naate.mp3
bollywood_new,Rock N Roll Soniye,Rock N Roll Soniye.mp3,.mp3,341.84,5.697,bollywood_new\Rock N Roll Soniye.mp3
bollywood_new,Saathiya,Saathiya.mp3,.mp3,357.04,5.951,bollywood_new\Saathiya.mp3
bollywood_new,SAJDE,SAJDE.mp3,.mp3,305.583,5.093,bollywood_new\SAJDE.mp3
bollywood_new,Shaayraana,Shaayraana.mp3,.mp3,261.439,4.357,bollywood_new\Shaayraana.mp3
bollywood_new,SHEILA KI JAWANI,SHEILA KI JAWANI.mp3,.mp3,281.707,4.695,bollywood_new\SHEILA KI JAWANI.mp3
bollywood_new,Shubhaarambh (From ＂Kai Po Che＂),Shubhaarambh (From ＂Kai Po Che＂).mp3,.mp3,234.093,3.902,bollywood_new\Shubhaarambh (From ＂Kai Po Che＂).mp3
bollywood_new,Shuddh Desi Romance,Shuddh Desi Romance.mp3,.mp3,185.227,3.087,bollywood_new\Shuddh Desi Romance.mp3
bollywood_new,Shukran Allah (From ＂Kurbaan＂),Shukran Allah (From ＂Kurbaan＂).mp3,.mp3,290.053,4.834,bollywood_new\Shukran Allah (From ＂Kurbaan＂).mp3
bollywood_new,Subha Hone Na De,Subha Hone Na De.mp3,.mp3,288.697,4.812,bollywood_new\Subha Hone Na De.mp3
bollywood_new,Te Amo (Duet),Te Amo (Duet).mp3,.mp3,284.723,4.745,bollywood_new\Te Amo (Duet).mp3
bollywood_new,Tera Hone Laga Hoon,Tera Hone Laga Hoon.mp3,.mp3,299.827,4.997,bollywood_new\Tera Hone Laga Hoon.mp3
bollywood_new,Tera Rastaa Chhodoon Na,Tera Rastaa Chhodoon Na.mp3,.mp3,252.964,4.216,bollywood_new\Tera Rastaa Chhodoon Na.mp3
bollywood_new,Tere Liye,Tere Liye.mp3,.mp3,279.827,4.664,bollywood_new\Tere Liye.mp3
bollywood_new,Tere Naina (From ＂My Name Is Khan＂),Tere Naina (From ＂My Name Is Khan＂).mp3,.mp3,278.547,4.642,bollywood_new\Tere Naina (From ＂My Name Is Khan＂).mp3
bollywood_new,TERE NAINA,TERE NAINA.mp3,.mp3,256.998,4.283,bollywood_new\TERE NAINA.mp3
bollywood_new,TU HAI KI NAHI,TU HAI KI NAHI.mp3,.mp3,333.922,5.565,bollywood_new\TU HAI KI NAHI.mp3
bollywood_new,Tu Har Lamha,Tu Har Lamha.mp3,.mp3,273.263,4.554,bollywood_new\Tu Har Lamha.mp3
bollywood_new,Tu Jaane Na,Tu Jaane Na.mp3,.mp3,341.933,5.699,bollywood_new\Tu Jaane Na.mp3
bollywood_new,Tujhe Sochta Hoon,Tujhe Sochta Hoon.mp3,.mp3,313.933,5.232,bollywood_new\Tujhe Sochta Hoon.mp3
bollywood_new,Tune Jo Na Kaha,Tune Jo Na Kaha.mp3,.mp3,309.68,5.161,bollywood_new\Tune Jo Na Kaha.mp3
bollywood_new,Uff Teri Adaa,Uff Teri Adaa.mp3,.mp3,304.089,5.068,bollywood_new\Uff Teri Adaa.mp3
bollywood_new,Uff,Uff.mp3,.mp3,272.113,4.535,bollywood_new\Uff.mp3
bollywood_new,Voh Dekhnay Mein,Voh Dekhnay Mein.mp3,.mp3,272.453,4.541,bollywood_new\Voh Dekhnay Mein.mp3
bollywood_new,Yaariyaan (Male),Yaariyaan (Male).mp3,.mp3,374.173,6.236,bollywood_new\Yaariyaan (Male).mp3
bollywood_new,YE ISHQ HAI,YE ISHQ HAI.mp3,.mp3,280.974,4.683,bollywood_new\YE ISHQ HAI.mp3
bollywood_new,Yeh Fitoor Mera,Yeh Fitoor Mera.mp3,.mp3,283.07,4.718,bollywood_new\Yeh Fitoor Mera.mp3
bollywood_new,Zehnaseeb,Zehnaseeb.mp3,.mp3,217.44,3.624,bollywood_new\Zehnaseeb.mp3
bollywood_old,"Aaja Sanam Madhur Chandani - Raj Kapoor, Nargis, Chori Chori Song","Aaja Sanam Madhur Chandani - Raj Kapoor, Nargis, Chori Chori Song.mp3",.mp3,249.963,4.166,"bollywood_old\Aaja Sanam Madhur Chandani - Raj Kapoor, Nargis, Chori Chori Song.mp3"
bollywood_old,"Aaja Tu Raja Aaja Mausam-E-Bahar Hai - Asha Bhosle, Sudha Malhotra, Raj Tilak Song","Aaja Tu Raja Aaja Mausam-E-Bahar Hai - Asha Bhosle, Sudha Malhotra, Raj Tilak Song.mp3",.mp3,510.848,8.514,"bollywood_old\Aaja Tu Raja Aaja Mausam-E-Bahar Hai - Asha Bhosle, Sudha Malhotra, Raj Tilak Song.mp3"
bollywood_old,"Aankhon Hi Aankhon Mein - Dev Anand, Geeta Dutt, Mohd Rafi, CID Song","Aankhon Hi Aankhon Mein - Dev Anand, Geeta Dutt, Mohd Rafi, CID Song.mp3",.mp3,226.731,3.779,"bollywood_old\Aankhon Hi Aankhon Mein - Dev Anand, Geeta Dutt, Mohd Rafi, CID Song.mp3"
bollywood_old,"Aao Aao Kahani Suno - Padmini, Geeta Dutt, Jikki, Mr. Sampat Danmce Song","Aao Aao Kahani Suno - Padmini, Geeta Dutt, Jikki, Mr. Sampat Danmce Song.mp3",.mp3,251.809,4.197,"bollywood_old\Aao Aao Kahani Suno - Padmini, Geeta Dutt, Jikki, Mr. Sampat Danmce Song.mp3"
bollywood_old,"Aaye Hai Doorse - Mohammed Rafi, Asha Bhosle, Tumsa Nahin Dekha Song","Aaye Hai Doorse - Mohammed Rafi, Asha Bhosle, Tumsa Nahin Dekha Song.mp3",.mp3,224.444,3.741,"bollywood_old\Aaye Hai Doorse - Mohammed Rafi, Asha Bhosle, Tumsa Nahin Dekha Song.mp3"
bollywood_old,"Ab Do Dilon Ki Mushkil - Dharmendra, Mala Sinha, Pooja Ke Phool Song","Ab Do Dilon Ki Mushkil - Dharmendra, Mala Sinha, Pooja Ke Phool Song.mp3",.mp3,308.338,5.139,"bollywood_old\Ab Do Dilon Ki Mushkil - Dharmendra, Mala Sinha, Pooja Ke Phool Song.mp3"
bollywood_old,"Aisi Nainwa Ki Laagi Kattar - Asha Bhosle, Mohammed Rafi, Insaniyat Song","Aisi Nainwa Ki Laagi Kattar - Asha Bhosle, Mohammed Rafi, Insaniyat Song.mp3",.mp3,69.021,1.15,"bollywood_old\Aisi Nainwa Ki Laagi Kattar - Asha Bhosle, Mohammed Rafi, Insaniyat Song.mp3"
bollywood_old,"Aji Hum Bharat Ki Naari - Geeta Dutt, Mr. Sampat Song","Aji Hum Bharat Ki Naari - Geeta Dutt, Mr. Sampat Song.mp3",.mp3,166.452,2.774,"bollywood_old\Aji Hum Bharat Ki Naari - Geeta Dutt, Mr. Sampat Song.mp3"
bollywood_old,"Alar Yaama Chhom Chakare - Raj Kapoor, Nargis, Amber Song","Alar Yaama Chhom Chakare - Raj Kapoor, Nargis, Amber Song.mp3",.mp3,381.806,6.363,"bollywood_old\Alar Yaama Chhom Chakare - Raj Kapoor, Nargis, Amber Song.mp3"
bollywood_old,"Ane Tandane Bhai Tandane Tane - Balraj Sahni, Padmini, Bindiya Song (Duet)","Ane Tandane Bhai Tandane Tane - Balraj Sahni, Padmini, Bindiya Song (Duet).mp3",.mp3,255.687,4.261,"bollywood_old\Ane Tandane Bhai Tandane Tane - Balraj Sahni, Padmini, Bindiya Song (Duet).mp3"
bollywood_old,"Are Chod De Sajaniya - Lata Mangeshkar, Hemant Kumar, Nagin Song","Are Chod De Sajaniya - Lata Mangeshkar, Hemant Kumar, Nagin Song.mp3",.mp3,232.896,3.882,"bollywood_old\Are Chod De Sajaniya - Lata Mangeshkar, Hemant Kumar, Nagin Song.mp3"
bollywood_old,"Aye Kash Chalte Milke - Asha Bhosle, Manna Dey, Manzil Song","Aye Kash Chalte Milke - Asha Bhosle, Manna Dey, Manzil Song.mp3",.mp3,172.64,2.877,"bollywood_old\Aye Kash Chalte Milke - Asha Bhosle, Manna Dey, Manzil Song.mp3"
bollywood_old,"Baat Chalat Nai Chunari Rang Dali - Mohd Rafi, Krishnarao Chonkar, Rani Rupmati Song","Baat Chalat Nai Chunari Rang Dali - Mohd Rafi, Krishnarao Chonkar, Rani Rupmati Song.mp3",.mp3,168.32,2.805,"bollywood_old\Baat Chalat Nai Chunari Rang Dali - Mohd Rafi, Krishnarao Chonkar, Rani Rupmati Song.mp3"
bollywood_old,"Badla Sara Zamana - Asha Bhosle, Mohammed Rafi, Paigham Song","Badla Sara Zamana - Asha Bhosle, Mohammed Rafi, Paigham Song.mp3",.mp3,176.913,2.949,"bollywood_old\Badla Sara Zamana - Asha Bhosle, Mohammed Rafi, Paigham Song.mp3"
bollywood_old,"Bahut Haseen Hai - Mohammed Rafi, Suman Kalyanpur, Aadhi Raat Ke Baad Song","Bahut Haseen Hai - Mohammed Rafi, Suman Kalyanpur, Aadhi Raat Ke Baad Song.mp3",.mp3,245.696,4.095,"bollywood_old\Bahut Haseen Hai - Mohammed Rafi, Suman Kalyanpur, Aadhi Raat Ke Baad Song.mp3"
bollywood_old,"Bansuriya Bole Madhur Ras Ghole - Asha Bhosle, Mohammed Rafi, Insaniyat Song","Bansuriya Bole Madhur Ras Ghole - Asha Bhosle, Mohammed Rafi, Insaniyat Song.mp3",.mp3,232.246,3.871,"bollywood_old\Bansuriya Bole Madhur Ras Ghole - Asha Bhosle, Mohammed Rafi, Insaniyat Song.mp3"
bollywood_old,"Bheegi Hawaon Mein - Raj, Manna Dey, Suman Kalyanpur, Shriman Satyawadi Song","Bheegi Hawaon Mein - Raj, Manna Dey, Suman Kalyanpur, Shriman Satyawadi Song.mp3",.mp3,186.688,3.111,"bollywood_old\Bheegi Hawaon Mein - Raj, Manna Dey, Suman Kalyanpur, Shriman Satyawadi Song.mp3"
bollywood_old,"Billi Bajaye Baja Gaye Chuhon Ka Raja - Meena Kumari, Sahara Song 1","Billi Bajaye Baja Gaye Chuhon Ka Raja - Meena Kumari, Sahara Song 1.mp3",.mp3,184.366,3.073,"bollywood_old\Billi Bajaye Baja Gaye Chuhon Ka Raja - Meena Kumari, Sahara Song 1.mp3"
bollywood_old,"Chalna Sambhal Ke Jee - Asha Bhosle, Mohammed Rafi, Vinod, Raj Tilak Song","Chalna Sambhal Ke Jee - Asha Bhosle, Mohammed Rafi, Vinod, Raj Tilak Song.mp3",.mp3,129.904,2.165,"bollywood_old\Chalna Sambhal Ke Jee - Asha Bhosle, Mohammed Rafi, Vinod, Raj Tilak Song.mp3"
bollywood_old,"Chalo Paniya Bharan Ko - Padmini, Geeta Dutt, Jikki, Mr. Sampat Song","Chalo Paniya Bharan Ko - Padmini, Geeta Dutt, Jikki, Mr. Sampat Song.mp3",.mp3,102.296,1.705,"bollywood_old\Chalo Paniya Bharan Ko - Padmini, Geeta Dutt, Jikki, Mr. Sampat Song.mp3"
bollywood_old,"Chanda Se Hoga Woh Pyaara - Dharmendra, Meena Kumari, Main Bhi Ladki Hoon Song","Chanda Se Hoga Woh Pyaara - Dharmendra, Meena Kumari, Main Bhi Ladki Hoon Song.mp3",.mp3,181.685,3.028,"bollywood_old\Chanda Se Hoga Woh Pyaara - Dharmendra, Meena Kumari, Main Bhi Ladki Hoon Song.mp3"
bollywood_old,"Chhodkar Tere Pyar Ka Daman - Lata, Mahendra Kapoor, Woh Kaun Thi Song","Chhodkar Tere Pyar Ka Daman - Lata, Mahendra Kapoor, Woh Kaun Thi Song.mp3",.mp3,227.405,3.79,"bollywood_old\Chhodkar Tere Pyar Ka Daman - Lata, Mahendra Kapoor, Woh Kaun Thi Song.mp3"
bollywood_old,"Chhoone Na Doongi Main - Asha Bhosle, Lata Mangeshkar, Zindagi Song","Chhoone Na Doongi Main - Asha Bhosle, Lata Mangeshkar, Zindagi Song.mp3",.mp3,177.935,2.966,"bollywood_old\Chhoone Na Doongi Main - Asha Bhosle, Lata Mangeshkar, Zindagi Song.mp3"
bollywood_old,"Chodd Do Aanchal - Dev Anand, Nutan, Kishore Kumar, Asha, Paying Guest Song","Chodd Do Aanchal - Dev Anand, Nutan, Kishore Kumar, Asha, Paying Guest Song.mp3",.mp3,256.163,4.269,"bollywood_old\Chodd Do Aanchal - Dev Anand, Nutan, Kishore Kumar, Asha, Paying Guest Song.mp3"
bollywood_old,"Chori Ho Gayi Raat - Joy Mukherjee, Vaijayanti Mala, Ishara Song (Duet)","Chori Ho Gayi Raat - Joy Mukherjee, Vaijayanti Mala, Ishara Song (Duet).mp3",.mp3,275.691,4.595,"bollywood_old\Chori Ho Gayi Raat - Joy Mukherjee, Vaijayanti Mala, Ishara Song (Duet).mp3"
bollywood_old,"Chupke Se Mile Pyase - Dev Anand, Nutan, Manzil Romantic Song","Chupke Se Mile Pyase - Dev Anand, Nutan, Manzil Romantic Song.mp3",.mp3,249.336,4.156,"bollywood_old\Chupke Se Mile Pyase - Dev Anand, Nutan, Manzil Romantic Song.mp3"
bollywood_old,"Dadiamma Dadiamma Manjao - Asha Bhosle, Gharana Children Song","Dadiamma Dadiamma Manjao - Asha Bhosle, Gharana Children Song.mp3",.mp3,178.411,2.974,"bollywood_old\Dadiamma Dadiamma Manjao - Asha Bhosle, Gharana Children Song.mp3"
bollywood_old,"Dekhiye Yoon Na Sharmaiyega, Mukesh, Usha Khanna - Bindiya, Romantic Song","Dekhiye Yoon Na Sharmaiyega, Mukesh, Usha Khanna - Bindiya, Romantic Song.mp3",.mp3,207.787,3.463,"bollywood_old\Dekhiye Yoon Na Sharmaiyega, Mukesh, Usha Khanna - Bindiya, Romantic Song.mp3"
bollywood_old,"Dekho Kasam Se Kahate Hain Tum Se - Asha Bhosle, Md Rafi, Tumsa Nahin Dekha Song","Dekho Kasam Se Kahate Hain Tum Se - Asha Bhosle, Md Rafi, Tumsa Nahin Dekha Song.mp3",.mp3,208.724,3.479,"bollywood_old\Dekho Kasam Se Kahate Hain Tum Se - Asha Bhosle, Md Rafi, Tumsa Nahin Dekha Song.mp3"
bollywood_old,"Dheere Dheere Se Meri Zindagi Mein Aana (Full Song) ｜ Aashiqui ｜ Rahul Roy, Anu Agarwal ｜ T-Series","Dheere Dheere Se Meri Zindagi Mein Aana (Full Song) ｜ Aashiqui ｜ Rahul Roy, Anu Agarwal ｜ T-Series.mp3",.mp3,295.52,4.925,"bollywood_old\Dheere Dheere Se Meri Zindagi Mein Aana (Full Song) ｜ Aashiqui ｜ Rahul Roy, Anu Agarwal ｜ T-Series.mp3"
bollywood_old,"Dhoom Dadakka - Raj Kapoor, Nargis, Amber Song","Dhoom Dadakka - Raj Kapoor, Nargis, Amber Song.mp3",.mp3,527.061,8.784,"bollywood_old\Dhoom Dadakka - Raj Kapoor, Nargis, Amber Song.mp3"
bollywood_old,"Dil Do Nainon Me Khogaya - Mukesh, Surinder Kaur, Sunehre Din song","Dil Do Nainon Me Khogaya - Mukesh, Surinder Kaur, Sunehre Din song.mp3",.mp3,114.73,1.912,"bollywood_old\Dil Do Nainon Me Khogaya - Mukesh, Surinder Kaur, Sunehre Din song.mp3"
bollywood_old,"Dil Ke Sheesh Mahal Mein - Raj Kapoor, Nargis, Amber Song","Dil Ke Sheesh Mahal Mein - Raj Kapoor, Nargis, Amber Song.mp3",.mp3,295.451,4.924,"bollywood_old\Dil Ke Sheesh Mahal Mein - Raj Kapoor, Nargis, Amber Song.mp3"
bollywood_old,"Dil Ki Umange Hain Jawan - Hemant Kumar, Geeta Dutt, Munimji Song","Dil Ki Umange Hain Jawan - Hemant Kumar, Geeta Dutt, Munimji Song.mp3",.mp3,337.084,5.618,"bollywood_old\Dil Ki Umange Hain Jawan - Hemant Kumar, Geeta Dutt, Munimji Song.mp3"
bollywood_old,"Dil Mein Hamare - Kishore Kumar, Asha Bhosle, Adhikar Song","Dil Mein Hamare - Kishore Kumar, Asha Bhosle, Adhikar Song.mp3",.mp3,158.379,2.64,"bollywood_old\Dil Mein Hamare - Kishore Kumar, Asha Bhosle, Adhikar Song.mp3"
bollywood_old,"Dil Se Dil Ki - Asha Parekh, Sunil Dutt, Lata, Mukesh, Chhaya Song (Duet)","Dil Se Dil Ki - Asha Parekh, Sunil Dutt, Lata, Mukesh, Chhaya Song (Duet).mp3",.mp3,271.787,4.53,"bollywood_old\Dil Se Dil Ki - Asha Parekh, Sunil Dutt, Lata, Mukesh, Chhaya Song (Duet).mp3"
bollywood_old,"Dil To Pahlehi Se Madhosh Hai - Asha Bhosle, Mohd Rafi, Baharen Phir Bhi Aayengi Song","Dil To Pahlehi Se Madhosh Hai - Asha Bhosle, Mohd Rafi, Baharen Phir Bhi Aayengi Song.mp3",.mp3,227.285,3.788,"bollywood_old\Dil To Pahlehi Se Madhosh Hai - Asha Bhosle, Mohd Rafi, Baharen Phir Bhi Aayengi Song.mp3"
bollywood_old,"Din Control Ke Aaye - Padmini, Geeta Dutt, Jikki, Mr Sampat Song","Din Control Ke Aaye - Padmini, Geeta Dutt, Jikki, Mr Sampat Song.mp3",.mp3,308.361,5.139,"bollywood_old\Din Control Ke Aaye - Padmini, Geeta Dutt, Jikki, Mr Sampat Song.mp3"
bollywood_old,"Do Bichhade Huye Dil - Dev Anand, Kamini Kaushal, Lata, Durrani, Shair Song","Do Bichhade Huye Dil - Dev Anand, Kamini Kaushal, Lata, Durrani, Shair Song.mp3",.mp3,172.352,2.873,"bollywood_old\Do Bichhade Huye Dil - Dev Anand, Kamini Kaushal, Lata, Durrani, Shair Song.mp3"
